Blatt,Adresse,Formel,Wert
Tafeln,C59,0.005303,0.005303
Tafeln,D59,0.00646,0.00646
Tafeln,E59,0.003898,0.003898
Tafeln,A60,56,56
Tafeln,B60,0.01234,0.01234
Tafeln,C60,0.005777,0.005777
Tafeln,D60,0.007117,0.007117
Tafeln,E60,0.004228,0.004228
Tafeln,A61,57,57
Tafeln,B61,0.013519,0.013519
Tafeln,C61,0.006302,0.006302
Tafeln,D61,0.007831,0.007831
Tafeln,E61,0.004585,0.004585
Tafeln,A62,58,58
Tafeln,B62,0.014784,0.014784
Tafeln,C62,0.006884,0.006884
Tafeln,D62,0.008604,0.008604
Tafeln,E62,0.004974,0.004974
Tafeln,A63,59,59
Tafeln,B63,0.01615,0.01615
Tafeln,C63,0.00753,0.00753
Tafeln,D63,0.009454,0.009454
Tafeln,E63,0.005402,0.005402
Tafeln,A64,60,60
Tafeln,B64,0.017625,0.017625
Tafeln,C64,0.00824,0.00824
Tafeln,D64,0.010404,0.010404
Tafeln,E64,0.005884,0.005884
Tafeln,A65,61,61
Tafeln,B65,0.019223,0.019223
Tafeln,C65,0.009022,0.009022
Tafeln,D65,0.011504,0.011504
Tafeln,E65,0.006449,0.006449
Tafeln,A66,62,62
Tafeln,B66,0.020956,0.020956
Tafeln,C66,0.009884,0.009884
Tafeln,D66,0.012818,0.012818
Tafeln,E66,0.007126,0.007126
Tafeln,A67,63,63
Tafeln,B67,0.022833,0.022833
Tafeln,C67,0.010839,0.010839
Tafeln,D67,0.014429,0.014429
Tafeln,E67,0.007935,0.007935
Tafeln,A68,64,64
Tafeln,B68,0.024858,0.024858
Tafeln,C68,0.011889,0.011889
Tafeln,D68,0.016415,0.016415
Tafeln,E68,0.008898,0.008898
Tafeln,A69,65,65
Tafeln,B69,0.027073,0.027073
Tafeln,C69,0.013054,0.013054
Tafeln,D69,0.018832,0.018832
Tafeln,E69,0.010025,0.010025
Tafeln,A70,66,66
Tafeln,B70,0.029552,0.029552
Tafeln,C70,0.014371,0.014371
Tafeln,D70,0.021704,0.021704
Tafeln,E70,0.011323,0.011323
Tafeln,A71,67,67
Tafeln,B71,0.03235,0.03235
Tafeln,C71,0.015874,0.015874
Tafeln,D71,0.025016,0.025016
Tafeln,E71,0.012797,0.012797
Tafeln,A72,68,68
Tafeln,B72,0.035632,0.035632
Tafeln,C72,0.017667,0.017667
Tafeln,D72,0.028738,0.028738
Tafeln,E72,0.01446,0.01446
Tafeln,A73,69,69
Tafeln,B73,0.039224,0.039224
Tafeln,C73,0.019657,0.019657
Tafeln,D73,0.032822,0.032822
Tafeln,E73,0.016332,0.016332
Tafeln,A74,70,70
Tafeln,B74,0.043127,0.043127
Tafeln,C74,0.021861,0.021861
Tafeln,D74,0.037219,0.037219
Tafeln,E74,0.01844,0.01844
Tafeln,A75,71,71
Tafeln,B75,0.0474,0.0474
Tafeln,C75,0.024344,0.024344
Tafeln,D75,0.04188,0.04188
Tafeln,E75,0.020813,0.020813
Tafeln,A76,72,72
Tafeln,B76,0.05211,0.05211
Tafeln,C76,0.027191,0.027191
Tafeln,D76,0.046597,0.046597
Tafeln,E76,0.023475,0.023475
Tafeln,A77,73,73
Tafeln,B77,0.057472,0.057472
Tafeln,C77,0.030576,0.030576
Tafeln,D77,0.051181,0.051181
Tafeln,E77,0.027035,0.027035
Tafeln,A78,74,74
Tafeln,B78,0.06344,0.06344
Tafeln,C78,0.034504,0.034504
Tafeln,D78,0.05611,0.05611
Tafeln,E78,0.030413,0.030413
Tafeln,A79,75,75
Tafeln,B79,0.070039,0.070039
Tafeln,C79,0.03903,0.03903
Tafeln,D79,0.061477,0.061477
Tafeln,E79,0.034287,0.034287
Tafeln,A80,76,76
Tafeln,B80,0.077248,0.077248
Tafeln,C80,0.044184,0.044184
Tafeln,D80,0.067433,0.067433
Tafeln,E80,0.038749,0.038749
Tafeln,A81,77,77
Tafeln,B81,0.085073,0.085073
Tafeln,C81,0.050014,0.050014
Tafeln,D81,0.07416,0.07416
Tafeln,E81,0.043937,0.043937
Tafeln,A82,78,78
Tafeln,B82,0.093534,0.093534
Tafeln,C82,0.056574,0.056574
Tafeln,D82,0.081806,0.081806
Tafeln,E82,0.049993,0.049993
Tafeln,A83,79,79
Tafeln,B83,0.102662,0.102662
Tafeln,C83,0.063921,0.063921
Tafeln,D83,0.090478,0.090478
Tafeln,E83,0.057024,0.057024
Tafeln,A84,80,80
Tafeln,B84,0.112477,0.112477
Tafeln,C84,0.072101,0.072101
Tafeln,D84,0.100261,0.100261
Tafeln,E84,0.065113,0.065113
Tafeln,A85,81,81
Tafeln,B85,0.122995,0.122995
Tafeln,C85,0.081151,0.081151
Tafeln,D85,0.111193,0.111193
Tafeln,E85,0.074288,0.074288
Tafeln,A86,82,82
Tafeln,B86,0.134231,0.134231
Tafeln,C86,0.091096,0.091096
Tafeln,D86,0.123283,0.123283
Tafeln,E86,0.08459,0.08459
Tafeln,A87,83,83
Tafeln,B87,0.146212,0.146212
Tafeln,C87,0.10197,0.10197
Tafeln,D87,0.136498,0.136498
Tafeln,E87,0.096095,0.096095
Tafeln,A88,84,84
Tafeln,B88,0.158964,0.158964
Tafeln,C88,0.113798,0.113798
Tafeln,D88,0.150887,0.150887
Tafeln,E88,0.109028,0.109028
Tafeln,A89,85,85
Tafeln,B89,0.172512,0.172512
Tafeln,C89,0.126628,0.126628
Tafeln,D89,0.1665,0.1665
Tafeln,E89,0.123611,0.123611
Tafeln,A90,86,86
Tafeln,B90,0.186896,0.186896
Tafeln,C90,0.140479,0.140479
Tafeln,D90,0.183344,0.183344
Tafeln,E90,0.140022,0.140022
Tafeln,A91,87,87
Tafeln,B91,0.202185,0.202185
Tafeln,C91,0.155379,0.155379
Tafeln,D91,0.201323,0.201323
Tafeln,E91,0.158257,0.158257
Tafeln,A92,88,88
Tafeln,B92,0.218413,0.218413
Tafeln,C92,0.171325,0.171325
Tafeln,D92,0.220284,0.220284
Tafeln,E92,0.178185,0.178185
Tafeln,A93,89,89
Tafeln,B93,0.235597,0.235597
Tafeln,C93,0.188318,0.188318
Tafeln,D93,0.240073,0.240073
Tafeln,E93,0.199669,0.199669
Tafeln,A94,90,90
Tafeln,B94,0.253691,0.253691
Tafeln,C94,0.206375,0.206375
Tafeln,D94,0.260556,0.260556
Tafeln,E94,0.222504,0.222504
Tafeln,A95,91,91
Tafeln,B95,0.272891,0.272891
Tafeln,C95,0.225558,0.225558
Tafeln,D95,0.281602,0.281602
Tafeln,E95,0.246453,0.246453
Tafeln,A96,92,92
Tafeln,B96,0.293142,0.293142
Tafeln,C96,0.245839,0.245839
Tafeln,D96,0.303079,0.303079
Tafeln,E96,0.271195,0.271195
Tafeln,A97,93,93
Tafeln,B97,0.314638,0.314638
Tafeln,C97,0.26727,0.26727
Tafeln,D97,0.324872,0.324872
Tafeln,E97,0.295584,0.295584
Tafeln,A98,94,94
Tafeln,B98,0.337739,0.337739
Tafeln,C98,0.289983,0.289983
Tafeln,D98,0.346887,0.346887
Tafeln,E98,0.319362,0.319362
Tafeln,A99,95,95
Tafeln,B99,0.36206,0.36206
Tafeln,C99,0.314007,0.314007
Tafeln,D99,0.369051,0.369051
Tafeln,E99,0.343441,0.343441
Tafeln,A100,96,96
Tafeln,B100,0.388732,0.388732
Tafeln,C100,0.340119,0.340119
Tafeln,D100,0.391305,0.391305
Tafeln,E100,0.367818,0.367818
Tafeln,A101,97,97
Tafeln,B101,0.419166,0.419166
Tafeln,C101,0.367388,0.367388
Tafeln,D101,0.413938,0.413938
Tafeln,E101,0.392493,0.392493
Tafeln,A102,98,98
Tafeln,B102,0.452008,0.452008
Tafeln,C102,0.397027,0.397027
Tafeln,D102,0.437313,0.437313
Tafeln,E102,0.41746,0.41746
Tafeln,A103,99,99
Tafeln,B103,0.4864,0.4864
Tafeln,C103,0.428748,0.428748
Tafeln,D103,0.461101,0.461101
Tafeln,E103,0.442716,0.442716
Tafeln,A104,100,100
Tafeln,B104,1,1
Tafeln,C104,1,1
Tafeln,D104,0.485304,0.485304
Tafeln,E104,0.468258,0.468258
Tafeln,A105,101,101
Tafeln,B105,1,1
Tafeln,C105,1,1
Tafeln,D105,0.509924,0.509924
Tafeln,E105,0.494075,0.494075
Tafeln,A106,102,102
Tafeln,B106,1,1
Tafeln,C106,1,1
Tafeln,D106,0.534957,0.534957
Tafeln,E106,0.520164,0.520164
Tafeln,A107,103,103
Tafeln,B107,1,1
Tafeln,C107,1,1
Tafeln,D107,0.560407,0.560407
Tafeln,E107,0.546514,0.546514
Tafeln,A108,104,104
Tafeln,B108,1,1
Tafeln,C108,1,1
Tafeln,D108,0.586265,0.586265
Tafeln,E108,0.573114,0.573114
Tafeln,A109,105,105
Tafeln,B109,1,1
Tafeln,C109,1,1
Tafeln,D109,0.612529,0.612529
Tafeln,E109,0.599953,0.599953
Tafeln,A110,106,106
Tafeln,B110,1,1
Tafeln,C110,1,1
Tafeln,D110,0.639188,0.639188
Tafeln,E110,0.627014,0.627014
Tafeln,A111,107,107
Tafeln,B111,1,1
Tafeln,C111,1,1
Tafeln,D111,0.666233,0.666233
Tafeln,E111,0.654283,0.654283
Tafeln,A112,108,108
Tafeln,B112,1,1
Tafeln,C112,1,1
Tafeln,D112,0.693651,0.693651
Tafeln,E112,0.681741,0.681741
Tafeln,A113,109,109
Tafeln,B113,1,1
Tafeln,C113,1,1
Tafeln,D113,0.721425,0.721425
Tafeln,E113,0.709364,0.709364
Tafeln,A114,110,110
Tafeln,B114,1,1
Tafeln,C114,1,1
Tafeln,D114,0.749533,0.749533
Tafeln,E114,0.73713,0.73713
Tafeln,A115,111,111
Tafeln,B115,1,1
Tafeln,C115,1,1
Tafeln,D115,0.77795,0.77795
Tafeln,E115,0.765011,0.765011
Tafeln,A116,112,112
Tafeln,B116,1,1
Tafeln,C116,1,1
Tafeln,D116,0.806647,0.806647
Tafeln,E116,0.792974,0.792974
Tafeln,A117,113,113
Tafeln,B117,1,1
Tafeln,C117,1,1
Tafeln,D117,0.835585,0.835585
Tafeln,E117,0.820987,0.820987
Tafeln,A118,114,114
Tafeln,B118,1,1
Tafeln,C118,1,1
Tafeln,D118,0.864722,0.864722
Tafeln,E118,0.849009,0.849009
Tafeln,A119,115,115
Tafeln,B119,1,1
Tafeln,C119,1,1
Tafeln,D119,0.894008,0.894008
Tafeln,E119,0.876998,0.876998
Tafeln,A120,116,116
Tafeln,B120,1,1
Tafeln,C120,1,1
Tafeln,D120,0.923382,0.923382
Tafeln,E120,0.904905,0.904905
Tafeln,A121,117,117
Tafeln,B121,1,1
Tafeln,C121,1,1
Tafeln,D121,0.952778,0.952778
Tafeln,E121,0.932675,0.932675
Tafeln,A122,118,118
Tafeln,B122,1,1
Tafeln,C122,1,1
Tafeln,D122,0.982113,0.982113
Tafeln,E122,0.960249,0.960249
Tafeln,A123,119,119
Tafeln,B123,1,1
Tafeln,C123,1,1
Tafeln,D123,1,1
Tafeln,E123,0.987564,0.987564
Tafeln,A124,120,120
Tafeln,B124,1,1
Tafeln,C124,1,1
Tafeln,D124,1,1
Tafeln,E124,1,1
Tafeln,A125,121,121
Tafeln,B125,1,1
Tafeln,C125,1,1
Tafeln,D125,1,1
Tafeln,E125,1,1
Tafeln,A126,122,122
Tafeln,B126,1,1
Tafeln,C126,1,1
Tafeln,D126,1,1
Tafeln,E126,1,1
Tafeln,A127,123,123
Tafeln,B127,1,1
Tafeln,C127,1,1
Tafeln,D127,1,1
Tafeln,E127,1,1
